Bus Name,Bus Type,Departure time,Arrival time,Total Duration,Rating,Price,Seats Available,Route Name,Route Link,State Name
National travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),22:00,01:45,03h 45m,4.6,INR 720,36 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
Indu Travels,Non A/C Seater / Sleeper (2+1),22:00,03:00,05h 00m,4.1,INR 1400,46 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
Geetha Bus Travels,NON A/C Sleeper (2+1),22:05,03:30,05h 25m,4.1,INR 650,32 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
AR & BCVR Travels,Non A/C Seater / Sleeper (2+1),22:10,02:30,04h 20m,3.6,INR 500,39 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
AR & BCVR Travels,Non A/C Seater / Sleeper (2+1),22:10,03:15,05h 05m,4.1,INR 500,38 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
Madhavi Travels,A/C Seater / Sleeper (2+1),22:10,02:00,03h 50m,4.1,INR 650,28 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
Maahi Metro,A/C Sleeper (2+1),22:15,03:01,04h 46m,3.7,INR 799,29 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
AR & BCVR Travels,A/C Sleeper (2+1),22:15,03:00,04h 45m,3.7,INR 900,38 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
DLT BUS,A/C Sleeper (2+1),22:15,02:00,03h 45m,4.7,INR 899,19 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
Vasavi travels,A/C Sleeper (2+1),22:15,02:30,04h 15m,3.2,INR 800,19 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
KSM Roadways,Bharat Benz A/C Sleeper (2+1),22:30,01:00,02h 30m,4.9,INR 1399,26 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
GOWTHAMI TOURS AND TRAVELS,A/C Sleeper (2+1),22:30,02:00,03h 30m,3.2,712,27 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
Sudheer Travels,A/C Sleeper (2+1),22:30,02:00,03h 30m,4.9,INR 660,19 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
GOWTHAMI TOURS AND TRAVELS,NON A/C Sleeper (2+1),22:30,02:00,03h 30m,3.8,617,23 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
Sudheer Travels,NON A/C Sleeper (2+1),22:30,02:00,03h 30m,4.1,INR 800,18 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
Al madeena Travels,Non A/C Seater / Sleeper (2+1),22:30,03:45,05h 15m,3.6,INR 550,29 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
Sree sivasankar Travels,NON A/C Seater (2+2),22:30,03:30,05h 00m,4.3,INR 600,28 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
Yolo Bus,Bharat Benz A/C Sleeper (2+1),22:46,02:48,04h 02m,3.7,INR 1190,27 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
Go Tour Travels and Holidays,Scania AC Multi Axle Sleeper (2+1),23:00,02:15,03h 15m,4.7,INR 1099,33 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
RESHMA TOURISTS,Bharat Benz A/C Sleeper (2+1),23:00,02:30,03h 30m,4.1,INR 900,24 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
KSM Roadways,A/C Volvo B11R Multi-Axle Sleeper (2+1),23:15,02:30,03h 15m,4.5,INR 1599,30 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
National travels,A/C Sleeper (2+1),23:25,02:45,03h 20m,4.3,INR 1400,22 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
Intercity travels,Bharat Benz A/C Sleeper (2+1),23:30,03:00,03h 30m,4.3,INR 999,25 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
Go Tour Travels and Holidays,A/C Sleeper (2+1),23:30,03:00,03h 30m,4.0,INR 899,26 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
Highline Transports,VE A/C Sleeper (2+1),23:30,02:15,02h 45m,4.5,INR 800,21 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
Streamline tours and travels,Bharat Benz A/C Sleeper (2+1),23:30,03:10,03h 40m,4.1,INR 999,30 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
Intercity travels,Bharat Benz A/C Sleeper (2+1),23:45,03:30,03h 45m,3.6,INR 999,22 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
National travels,VE A/C Sleeper (2+1),23:45,03:45,04h 00m,1.9,INR 720,27 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
Dream Line Travels Pvt Ltd,VE A/C Sleeper (2+1),23:50,03:15,03h 25m,2.8,INR 800,21 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
Elegance Tours And Travels Pvt Ltd,Bharat Benz A/C Sleeper (2+1),00:15,02:15,02h 00m,1.5,1615,3 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
Bmcc Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),12:15,02:00,13h 45m,1.5,1234,31 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),13:45,20:30,06h 45m,2.8,900,29 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
Orange Tours and Travels Platinum,Volvo Multi-Axle Sleeper A/C (2+1),16:30,20:15,03h 45m,1.6,900,38 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
True Bus,Volvo Multi Axle B9R A/C Sleeper (2+1),17:00,22:30,05h 30m,1.6,INR 1099,6 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
KKaveri Travels,Volvo Multi-Axle A/C Sleeper (2+1),17:30,21:00,03h 30m,2.4,810,27 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
KKaveri Travels,A/C Sleeper (2+1),17:30,21:00,03h 30m,2.8,999,30 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
YAS TOURS AND TRAVELS,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),17:40,23:25,05h 45m,2.7,INR 900,35 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
Bmcc Travels,A/C Sleeper (2+1),18:00,23:45,05h 45m,2.7,INR 720,21 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
Morning Star Travels,A/C Sleeper (2+1),18:30,23:00,04h 30m,2.4,INR 1190,30 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
Morning Star Travels,A/C Sleeper (2+1),18:45,22:40,03h 55m,1.9,INR 1090,30 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
Tranzindia Travels,NON A/C Sleeper (2+1),19:15,02:00,06h 45m,2.8,INR 649,14 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
Elegance Tours And Travels Pvt Ltd,Bharat Benz A/C Sleeper (2+1),20:00,23:55,03h 55m,2.4,1140,27 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
Bmcc Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),20:00,00:20,04h 20m,2.0,998,42 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
Tranzindia Travels,Non A/C Seater / Sleeper (2+1),20:00,02:00,06h 00m,2.9,INR 499,22 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
Zingbus Plus,A/C Sleeper (2+1),20:05,01:05,05h 00m,2.0,844,25 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
DHANUNJAYA TRAVELS,A/C Seater / Sleeper (2+1),20:45,01:15,04h 30m,2.9,INR 549,33 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
Zingbus Plus,A/C Sleeper (2+1),20:50,01:05,04h 15m,2.9,927,26 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
DHANUNJAYA TRAVELS,A/C Sleeper (2+1),21:00,01:45,04h 45m,2.9,INR 700,23 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
PRL BUS,Non A/C Seater / Sleeper (2+1),21:05,01:45,04h 40m,2.7,INR 450,35 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
PRL BUS,Non A/C Seater / Sleeper (2+1),21:05,02:30,05h 25m,2.9,INR 700,35 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
Morning Star Travels,A/C Sleeper (2+1),21:15,02:30,05h 15m,2.7,INR 1390,28 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
DHANUNJAYA TRAVELS,A/C Semi Sleeper / Sleeper (2+1),21:30,00:30,03h 00m,2.9,INR 549,35 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
Morning Star Travels,A/C Sleeper (2+1),21:30,00:30,03h 00m,2.7,INR 1790,27 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
PRL BUS,A/C Sleeper (2+1),21:30,02:30,05h 00m,2.9,INR 900,24 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
SEVEN HILLS TRAVELS,A/C Sleeper (2+1),21:30,02:35,05h 05m,2.4,INR 1200,1 Seat available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
DHANUNJAYA TRAVELS,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),21:40,03:00,05h 20m,2.7,INR 1200,49 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
Tranzindia Travels,Bharat Benz A/C Sleeper (2+1),21:45,01:50,04h 05m,2.7,INR 900,15 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
Morning Star Travels,Scania AC Multi Axle Sleeper (2+1),21:45,01:50,04h 05m,2.7,INR 1690,23 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
Blue Travels,Non A/C Seater / Sleeper (2+1),21:45,03:45,06h 00m,2.7,INR 500,41 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
Morning Star Travels,A/C Sleeper (2+1),22:00,01:30,03h 30m,2.7,INR 1090,30 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
Morning Star Travels,A/C Sleeper (2+1),22:00,01:45,03h 45m,2.9,INR 1190,29 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
Morning Star Travels,NON A/C Sleeper (2+1),22:00,02:40,04h 40m,2.7,INR 690,28 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
Kaleswari Travels,Non A/C Seater / Sleeper (2+1),22:00,02:00,04h 00m,2.8,INR 529,20 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
PRL BUS,Non A/C Seater / Sleeper (2+1),22:00,02:30,04h 30m,2.7,INR 450,31 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
SEVEN HILLS TRAVELS,Non A/C Seater / Sleeper (2+1),22:10,02:30,04h 20m,1.8,INR 670,31 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
Bmcc Travels,NON A/C Semi Sleeper / Sleeper (2+1),22:15,02:30,04h 15m,2.4,INR 555,34 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
Kaleswari Travels,Non A/C Seater / Sleeper (2+1),22:15,02:15,04h 00m,1.8,INR 599,24 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
BRS Travels,NON AC Seater / Sleeper 2+1,22:30,03:00,04h 30m,2.0,INR 500,38 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
Tranzindia Travels,Scania AC Multi Axle Sleeper (2+1),22:30,03:00,04h 30m,2.9,INR 949,26 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
BRS Travels,A/C Sleeper (2+1),22:30,03:30,05h 00m,2.0,INR 800,28 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
Zingbus Plus,A/C Sleeper (2+1),22:35,02:35,04h 00m,2.8,INR 927,24 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
DHANUNJAYA TRAVELS,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),22:35,03:05,04h 30m,2.0,INR 599,30 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
Zingbus Plus,A/C Sleeper (2+1),22:40,02:45,04h 05m,2.8,555,26 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
Bmcc Travels,Non A/C Seater / Sleeper (2+1),22:45,02:25,03h 40m,2.6,INR 468,27 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
Zingbus Plus,Scania AC Multi Axle Sleeper (2+1),23:20,04:05,04h 45m,3.6,523,29 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
Bmcc Travels,A/C Sleeper (2+1),23:45,03:30,03h 45m,3.3,1045,27 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
Northern Travels,Bharat Benz A/C Seater /Sleeper (2+1),00:05,04:00,03h 55m,4.3,949,45 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
Yolo Bus,Bharat Benz A/C Sleeper (2+1),17:20,23:31,06h 11m,4.3,INR 3622,36 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
SR Tours and Travels,A/C Sleeper (2+1),19:50,23:59,04h 09m,3.6,INR 2286,35 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
Rajesh Transports,A/C Volvo B11R Multi-Axle Sleeper (2+1),20:00,01:30,05h 30m,3.9,INR 4500,42 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
Rajesh Transports,A/C Volvo B11R Multi-Axle Sleeper (2+1),20:00,01:30,05h 30m,3.6,INR 4500,42 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
Yolo Bus,Bharat Benz A/C Sleeper (2+1),21:00,01:54,04h 54m,2.9,INR 3622,36 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
IRA Travels,A/C Sleeper (2+1),21:45,01:00,03h 15m,1.8,INR 2699,36 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
Dream Line Travels Pvt Ltd,VE A/C Sleeper (2+1),23:50,03:15,03h 25m,2.7,INR 2000,35 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
Amala Travels,Non A/C Seater / Sleeper (2+1),21:40,02:30,04h 50m,2.8,INR 3000,40 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
DHANUNJAYA TRAVELS,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),22:00,01:15,03h 15m,3.4,INR 5000,53 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
BTR Travels,Volvo Multi Axle B11R AC Seater\Sleeper (2+1),22:15,01:30,03h 15m,,INR 3000,47 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
VEGA BUS,A/C Seater / Sleeper (2+1),22:20,04:45,06h 25m,,3325,1 Seat available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
True Bus,Volvo Multi Axle B9R A/C Sleeper (2+1),22:30,03:30,05h 00m,,INR 4000,36 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
VRL Travels,NON A/C Sleeper (1+2),23:30,03:00,03h 30m,,INR 900,36 Seats available,Hyderabad to Kurnool,https://www.redbus.in/bus-tickets/hyderabad-to-kurnool,TSRTC-Telangana
TSRTC - 8859,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:15,12:25,06h 10m,3.5,INR 453,29 Seats available,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,TSRTC-Telangana
TSRTC - 8806,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:35,14:35,08h 00m,3.6,INR 453,28 Seats available,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,TSRTC-Telangana
TSRTC - 64643,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",07:00,13:30,06h 30m,3.3,INR 453,31 Seats available,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,TSRTC-Telangana
TSRTC - 8817,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",07:10,15:10,08h 00m,4.5,INR 453,30 Seats available,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,TSRTC-Telangana
TSRTC - 64825,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",07:15,15:15,08h 00m,4.0,INR 453,31 Seats available,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,TSRTC-Telangana
TSRTC - 8818,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",09:20,17:10,07h 50m,3.4,INR 453,30 Seats available,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,TSRTC-Telangana
TSRTC - 8850,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:45,20:00,08h 15m,3.5,INR 453,31 Seats available,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,TSRTC-Telangana
TSRTC - 64958,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:20,20:35,06h 15m,3.7,INR 453,31 Seats available,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,TSRTC-Telangana
TSRTC - 64828,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:30,22:50,06h 20m,3.7,INR 453,31 Seats available,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,TSRTC-Telangana
TSRTC - 2492,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:30,01:30,08h 00m,3.7,INR 456,31 Seats available,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,TSRTC-Telangana
TSRTC - 64363,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:50,23:55,06h 05m,3.7,INR 453,29 Seats available,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,TSRTC-Telangana
TSRTC - 2415,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:40,03:40,09h 00m,4.4,INR 456,13 Seats available,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,TSRTC-Telangana
TSRTC - 8804,RAJDHANI (A.C. Semi Sleeper),20:35,03:50,07h 15m,3.7,INR 550,27 Seats available,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,TSRTC-Telangana
TSRTC - 64341,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:50,04:55,08h 05m,4.1,INR 453,12 Seats available,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,TSRTC-Telangana
TSRTC - 8825,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,04:30,07h 30m,4.4,INR 453,22 Seats available,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,TSRTC-Telangana
TSRTC - 8886,Lahari Non A/C Sleeper Cum Seater,21:00,04:30,07h 30m,4.0,INR 453,37 Seats available,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,TSRTC-Telangana
TSRTC - 8856,RAJDHANI (A.C. Semi Sleeper),21:15,04:40,07h 25m,3.1,INR 550,17 Seats available,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,TSRTC-Telangana
TSRTC - 8848,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:20,04:50,07h 30m,4.1,INR 453,5 Seats available,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,TSRTC-Telangana
TSRTC - 64864,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:40,03:45,06h 05m,4.2,INR 453,30 Seats available,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,TSRTC-Telangana
TSRTC - 64832,RAJDHANI (A.C. Semi Sleeper),22:00,05:25,07h 25m,3.5,INR 550,12 Seats available,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,TSRTC-Telangana
TSRTC - 64827,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:15,06:00,07h 45m,3.5,INR 453,28 Seats available,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,TSRTC-Telangana
BSR Tours And Travels,NON A/C Seater (2+2),22:00,05:00,07h 00m,4.2,INR 400,33 Seats available,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,TSRTC-Telangana
Mozo travels,A/C Seater / Sleeper (2+1),22:40,05:05,06h 25m,4.6,INR 535,23 Seats available,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,TSRTC-Telangana
Sri Venkateswara Travels,Non A/C Seater / Sleeper (2+1),22:30,05:00,06h 30m,4.0,INR 350,29 Seats available,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,TSRTC-Telangana
Mythri Tours And Travels,A/C Sleeper (2+1),23:00,04:15,05h 15m,4.9,656,25 Seats available,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,TSRTC-Telangana
Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),21:20,05:00,07h 40m,4.4,INR 400,32 Seats available,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,TSRTC-Telangana
Sri Krishna Travels(VGN),NON A/C Hi-Tech (2+2),21:10,05:00,07h 50m,3.8,INR 400,23 Seats available,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,TSRTC-Telangana
Sri Krishna Travels,Volvo Multi-Axle A/C Sleeper (2+1),22:00,04:00,06h 00m,4.8,INR 1000,21 Seats available,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,TSRTC-Telangana
Sri KVR Travels,Non A/C Seater / Sleeper (2+1),22:30,05:25,06h 55m,4.1,INR 450,32 Seats available,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,TSRTC-Telangana
Sri Krishna Travels(VGN),Non A/C Seater / Sleeper (2+1),21:45,05:20,07h 35m,3.6,INR 400,27 Seats available,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,TSRTC-Telangana
DMR Travels,Non A/C Seater / Sleeper (2+1),21:35,04:00,06h 25m,3.1,INR 720,37 Seats available,Hyderabad to Sathupally,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,TSRTC-Telangana
