Bus Name,Bus Type,Departure time,Arrival time,Total Duration,Rating,Price,Seats Available,Route Name,Route Link,State Name
APSRTC - 9310,Super Luxury (Non AC Seater 2+2 Push Back),10:15,16:50,06h 35m,3.9,INR 414,32 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 3543,Super Luxury (Non AC Seater 2+2 Push Back),10:15,17:20,07h 05m,4.0,INR 469,32 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 3657,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),10:30,16:25,05h 55m,3.9,INR 683,39 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 3513,Super Luxury (Non AC Seater 2+2 Push Back),10:39,19:45,09h 06m,2.1,INR 469,33 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 9400,Super Luxury (Non AC Seater 2+2 Push Back),10:45,17:30,06h 45m,4.8,INR 469,32 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 9356,Super Luxury (Non AC Seater 2+2 Push Back),11:30,18:05,06h 35m,4.0,INR 446,34 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 3858,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),11:30,16:30,05h 00m,3.6,INR 720,36 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 3601,Super Luxury (Non AC Seater 2+2 Push Back),12:00,20:20,08h 20m,2.5,INR 446,33 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 35269,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),12:15,18:25,06h 10m,3.5,INR 683,38 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 3515,Super Luxury (Non AC Seater 2+2 Push Back),12:30,20:05,07h 35m,2.0,INR 446,30 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 3562,Super Luxury (Non AC Seater 2+2 Push Back),12:45,19:25,06h 40m,2.7,INR 414,33 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 3823,Super Luxury (Non AC Seater 2+2 Push Back),12:45,19:43,06h 58m,4.0,INR 444,31 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 35117,INDRA(A.C. Seater),13:00,19:09,06h 09m,3.7,INR 538,35 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 3549,Super Luxury (Non AC Seater 2+2 Push Back),13:15,20:00,06h 45m,4.5,INR 414,33 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 21228,Super Luxury (Non AC Seater 2+2 Push Back),13:30,18:30,05h 00m,4.0,INR 436,26 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 23879,Super Luxury (Non AC Seater 2+2 Push Back),13:50,18:50,05h 00m,3.4,INR 436,8 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 3825,Super Luxury (Non AC Seater 2+2 Push Back),14:00,20:40,06h 40m,2.8,INR 444,32 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 3571,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),14:00,20:04,06h 04m,4.0,INR 720,44 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 4052,Super Luxury (Non AC Seater 2+2 Push Back),14:00,20:40,06h 40m,3.8,INR 414,31 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 3583,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),14:30,20:30,06h 00m,3.8,INR 720,44 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 3886,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),15:00,20:00,05h 00m,4.2,INR 720,44 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 3525,Super Luxury (Non AC Seater 2+2 Push Back),15:00,23:00,08h 00m,3.7,INR 469,33 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 35061,Super Luxury (Non AC Seater 2+2 Push Back),15:15,23:15,08h 00m,4.0,INR 469,21 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 99611,Super Luxury (Non AC Seater 2+2 Push Back),15:20,19:50,04h 30m,4.0,INR 436,16 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 3573,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),15:30,21:25,05h 55m,3.1,INR 683,43 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 35271,INDRA(A.C. Seater),16:00,21:50,05h 50m,4.4,INR 567,32 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 3585,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),16:30,22:25,05h 55m,3.5,INR 683,42 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 24251,INDRA(A.C. Seater),17:00,21:55,04h 55m,3.5,INR 528,1 Seat available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 35133,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),17:00,22:50,05h 50m,4.3,INR 683,44 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 35135,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),17:45,23:37,05h 52m,3.9,INR 683,39 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 35085,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),18:30,00:30,06h 00m,3.1,INR 683,46 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 3613,Super Luxury (Non AC Seater 2+2 Push Back),19:00,02:42,07h 42m,4.1,INR 469,33 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 9316,Super Luxury (Non AC Seater 2+2 Push Back),20:20,04:10,07h 50m,3.8,INR 446,28 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 35189,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),20:30,01:05,04h 35m,3.4,INR 720,43 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 9651,Super Luxury (Non AC Seater 2+2 Push Back),21:00,04:41,07h 41m,4.4,INR 469,25 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 4046,Super Luxury (Non AC Seater 2+2 Push Back),21:00,03:40,06h 40m,4.1,INR 446,31 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 9932,STAR LINER(NON-AC SLEEPER 2+1),21:30,03:45,06h 15m,3.7,INR 578,27 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 9654,Super Luxury (Non AC Seater 2+2 Push Back),21:40,05:20,07h 40m,4.7,INR 469,27 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 40568,Super Luxury (Non AC Seater 2+2 Push Back),21:42,06:00,08h 18m,4.6,INR 469,25 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 35179,VENNELA (A.C. SLEEPER),21:45,02:20,04h 35m,4.1,INR 839,10 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 3916,Super Luxury (Non AC Seater 2+2 Push Back),21:45,02:50,05h 05m,4.0,INR 469,31 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 38201,Super Luxury (Non AC Seater 2+2 Push Back),21:52,04:00,06h 08m,4.0,INR 469,31 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 95517,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",21:52,04:00,06h 08m,4.2,INR 448,1 Seat available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 4048,Super Luxury (Non AC Seater 2+2 Push Back),22:00,04:20,06h 20m,3.7,INR 446,24 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 3908,Super Luxury (Non AC Seater 2+2 Push Back),22:00,04:25,06h 25m,3.9,INR 469,30 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 35155,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),22:00,03:42,05h 42m,3.8,INR 720,41 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 4320,INDRA(A.C. Seater),22:00,04:25,06h 25m,3.9,INR 567,36 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 35118,INDRA(A.C. Seater),22:05,04:50,06h 45m,4.0,INR 567,36 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 3970,Super Luxury (Non AC Seater 2+2 Push Back),22:05,05:20,07h 15m,4.9,INR 469,19 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 9934,STAR LINER(NON-AC SLEEPER 2+1),22:15,05:30,07h 15m,3.5,INR 607,19 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 35265,VENNELA (A.C. SLEEPER),22:15,02:50,04h 35m,3.9,INR 839,19 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 3575,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),22:15,04:40,06h 25m,4.2,INR 720,41 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 3635,Super Luxury (Non AC Seater 2+2 Push Back),22:20,04:55,06h 35m,4.4,INR 469,22 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 35063,Super Luxury (Non AC Seater 2+2 Push Back),22:25,06:10,07h 45m,3.6,INR 469,31 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 3943,Super Luxury (Non AC Seater 2+2 Push Back),22:25,05:25,07h 00m,3.8,INR 469,29 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 3910,INDRA(A.C. Seater),22:30,03:05,04h 35m,4.4,INR 567,36 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 3696,STAR LINER(NON-AC SLEEPER 2+1),22:30,04:25,05h 55m,4.2,INR 607,18 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 3633,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),22:30,04:10,05h 40m,2.2,INR 683,42 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 95660,Super Luxury (Non AC Seater 2+2 Push Back),22:40,05:15,06h 35m,4.0,INR 446,14 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 4350,STAR LINER(NON-AC SLEEPER 2+1),22:45,04:16,05h 31m,4.2,INR 607,22 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 3509,INDRA(A.C. Seater),22:45,04:59,06h 14m,4.2,INR 567,32 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 3609,Super Luxury (Non AC Seater 2+2 Push Back),22:46,06:40,07h 54m,4.6,INR 446,30 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 3694,Super Luxury (Non AC Seater 2+2 Push Back),22:55,06:15,07h 20m,3.9,INR 469,17 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 3692,NIGHT RIDER (SEATER CUM SLEEPER),22:55,05:35,06h 40m,2.6,INR 639,28 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 3968,INDRA(A.C. Seater),22:55,05:05,06h 10m,3.8,INR 567,35 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 3961,INDRA(A.C. Seater),22:55,05:25,06h 30m,4.4,INR 567,35 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 3900,Super Luxury (Non AC Seater 2+2 Push Back),23:00,04:20,05h 20m,4.1,INR 469,13 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 3569,INDRA(A.C. Seater),23:00,03:46,04h 46m,4.2,INR 567,35 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 3888,VENNELA (A.C. SLEEPER),23:00,03:35,04h 35m,4.0,INR 839,17 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 3533,Super Luxury (Non AC Seater 2+2 Push Back),23:00,05:25,06h 25m,4.5,INR 414,28 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 4893,Super Luxury (Non AC Seater 2+2 Push Back),23:00,05:20,06h 20m,3.9,INR 469,31 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 3278,VENNELA (A.C. SLEEPER),23:05,04:25,05h 20m,4.6,INR 839,19 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 4790,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),23:05,05:20,06h 15m,4.0,INR 720,40 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 4352,Super Luxury (Non AC Seater 2+2 Push Back),23:15,05:30,06h 15m,2.4,INR 469,30 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 3976,Super Luxury (Non AC Seater 2+2 Push Back),23:15,05:50,06h 35m,2.7,INR 469,25 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 2785,Super Luxury (Non AC Seater 2+2 Push Back),23:15,05:07,05h 52m,3.9,INR 469,31 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 3690,INDRA(A.C. Seater),23:16,06:00,06h 44m,4.4,INR 567,37 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 3951,Super Luxury (Non AC Seater 2+2 Push Back),23:25,06:10,06h 45m,4.0,INR 469,13 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 23702,Super Luxury (Non AC Seater 2+2 Push Back),23:30,04:30,05h 00m,4.4,INR 436,22 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 4995,INDRA(A.C. Seater),23:30,05:40,06h 10m,3.9,INR 567,32 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 4354,Super Luxury (Non AC Seater 2+2 Push Back),23:30,05:44,06h 14m,4.4,INR 469,22 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 3545,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),23:30,05:35,06h 05m,4.3,INR 720,44 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 4178,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),23:40,05:35,05h 55m,4.9,INR 720,42 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 4814,Super Luxury (Non AC Seater 2+2 Push Back),23:40,05:10,05h 30m,4.0,INR 469,22 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 3057,VENNELA (A.C. SLEEPER),23:45,04:45,05h 00m,3.3,INR 839,25 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 4369,INDRA(A.C. Seater),23:45,05:44,05h 59m,3.8,INR 567,36 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 3535,VENNELA (A.C. SLEEPER),23:50,05:25,05h 35m,4.0,INR 839,19 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
APSRTC - 4879,Super Luxury (Non AC Seater 2+2 Push Back),23:55,06:25,06h 30m,4.6,INR 469,28 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:45,06:00,06h 15m,4.6,INR 494,38 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
FRESHBUS,Electric A/C Seater (2+2),22:30,05:20,06h 50m,4.7,450,27 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
FRESHBUS,Electric A/C Seater (2+2),10:00,16:40,06h 40m,4.5,450,24 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
AdIntrCity SmartBus,A/C Seater / Sleeper (2+1),23:05,06:05,07h 00m,4.7,INR 366,42 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
FRESHBUS,Electric A/C Seater (2+2),11:40,18:35,06h 55m,4.5,450,35 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:25,06:25,07h 00m,4.5,INR 412,42 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
FRESHBUS,Electric A/C Seater (2+2),21:30,04:05,06h 35m,3.8,450,28 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
AdSai RK Travels,Non A/C Seater / Sleeper (2+1),22:10,05:30,07h 20m,4.6,INR 489,28 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
IntrCity SmartBus,AC Sleeper (2+1),23:40,06:30,06h 50m,4.6,INR 751,23 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
GMRK Tours and Travels,Volvo A/C Semi Sleeper (2+2),23:45,05:55,06h 10m,4.5,INR 409,28 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
FRESHBUS,Electric A/C Seater (2+2),17:30,00:05,06h 35m,4.6,450,41 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
IntrCity SmartBus,Scania AC Multi Axle Sleeper (2+1),23:20,05:55,06h 35m,4.6,INR 552,31 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
FRESHBUS,Electric A/C Seater (2+2),12:30,17:40,05h 10m,4.5,450,38 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
FRESHBUS,Electric A/C Seater (2+2),16:20,23:05,06h 45m,4.5,450,32 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
NueGo,Electric A/C Seater (2+2),09:35,17:00,07h 25m,4.5,332,27 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:50,06:10,06h 20m,4.4,INR 457,33 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
FRESHBUS,Electric A/C Seater (2+2),23:25,05:55,06h 30m,4.5,450,30 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
Sri Durga Malleswari Travels,A/C Sleeper (2+1),22:30,05:45,07h 15m,4.4,609,7 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
NueGo,Electric A/C Seater/Sleeper (2+1),23:00,06:30,07h 30m,4.4,332,23 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
NueGo,Electric A/C Seater (2+2),21:50,04:05,06h 15m,4.6,332,33 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
Sri Sanvi Tours and Travels,A/C Sleeper (2+1),23:25,05:15,05h 50m,4.4,539,27 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:30,06:20,06h 50m,4.5,INR 378,37 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
Zingbus Plus,A/C Seater / Sleeper (2+1),22:50,05:40,06h 50m,4.5,361,35 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:00,05:45,06h 45m,4.4,INR 468,42 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
Svkdt travels,A/C Sleeper (2+1),23:20,06:14,06h 54m,4.4,INR 667,25 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
NueGo,Electric A/C Seater (2+2),22:35,05:10,06h 35m,4.3,332,32 Seats available,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC-Andhra Pradesh
